mode,beta,alpha,seed,trace_sigma_T,trace_sigma_0,kl_T,gini_T,entropy_T,drop_pct
static,0.0,0.7,1,30.93945814816301,31.19288209493141,0.36579115494320913,0.4024941045914848,5.4277852241579705,0.8124415884275704
static,0.0,0.7,2,28.957220715861915,29.619756582457924,0.20213520655005968,0.5715166529039374,5.12655607513276,2.236803887133876
static,0.0,0.9,0,29.318370167053473,30.03413953757628,0.22212954415499508,0.41562937632307617,5.424108847538033,2.3831858729539857
static,0.0,0.9,1,32.36230799003951,31.19288209493141,0.5176827972093851,0.3644899285250178,5.477048098235848,-3.7490152129870724
static,0.0,0.9,2,31.21616114825933,29.74027125803283,0.4560931888120301,0.49114219114219304,5.27919133973446,-4.962597272302505
static,0.005,0.0,0,8.075277572296152,29.48824335129444,3.6539199714677792,0.7239000000000007,4.698123085439975,72.61526406949679
static,0.005,0.0,1,2.183922692635842,31.059682589580568,7.573975038228323,0.817813333333334,4.293133096086448,92.96862520620712
static,0.005,0.0,2,6.997461514278801,29.386737406006404,5.42554524090146,0.8188022222222229,4.265150668853446,76.18836886313014
static,0.005,0.3,0,1.9941405613249938,29.20199136634662,8.269063052503036,0.6192147198948594,5.023449894424195,93.17121720807332
static,0.005,0.3,1,1.107861623718086,29.93471710196328,11.588018061931507,0.40249271137026454,5.440679215603855,96.29907434920965
static,0.005,0.3,2,2.151408000431835,28.730950142461335,10.445587107019879,0.34886470037453365,5.5137273761993715,92.51188008136118
static,0.005,0.7,0,0.6723453660624612,28.46706225621183,17.634215601353795,0.5539027283511282,5.133417842595958,97.63816385403187
static,0.005,0.7,1,0.8957336511978199,28.51525019830236,16.89391863754082,0.5834761702729476,5.095655249818442,96.85875577114471
static,0.005,0.7,2,0.9790708580522504,27.78435841531251,17.171080543232137,0.6166019801980208,5.018161205166727,96.47617971443722
static,0.005,0.9,0,1.1177521539195931,28.240592436283208,19.061751379801212,0.5345336658354127,5.17838775310694,96.0420371617859
static,0.005,0.9,1,1.1456664528621736,27.770326829169523,18.35693867817246,0.5120108608848439,5.229033141256817,95.87449416814647
static,0.005,0.9,2,1.3134192986440658,27.330616661606832,18.309523815812234,0.5582950285248589,5.1371477593301496,95.19432980636286
static,0.02,0.0,0,4.615698371108969,28.530324551212548,13.278729722046474,0.7749466666666674,4.502671778921196,83.82178105677104
static,0.02,0.0,1,0.2555657596974735,30.785752231700844,17.761648360860097,0.8885422222222226,3.804293626350568,99.16985702420385
static,0.02,0.0,2,0.44586523469590345,28.58720428172291,18.963233089033494,0.8568933333333338,4.063287774572598,98.44033284856411
static,0.02,0.3,0,5.182534625221487,26.728615267004244,13.989234762818343,0.6397695631301018,4.975202086015436,80.61053828097415
static,0.02,0.3,1,3.842402056199038,26.647728141185755,13.90560145070037,0.4792807845986219,5.3274246106946705,85.58075181553522
static,0.02,0.3,2,7.192826485353456,26.383863925116124,12.672919756687104,0.34786934441366757,5.513511668611581,72.73778205584875
static,0.02,0.7,0,3.1051686008204684,24.353881937312657,14.933370476757279,0.5512200435729866,5.1399404260830615,87.24980022152842
static,0.02,0.7,1,4.142700175244224,22.36029209273078,15.481491800578016,0.5906655192197374,5.087108947658395,81.47296037965891
static,0.02,0.7,2,4.135562639453354,23.265238142148377,14.819790887372509,0.6161670761670774,5.003703065715284,82.22428408346623
static,0.02,0.9,0,7.671748250626721,23.368062841812726,14.08854004146491,0.5374129806961561,5.173342039101698,67.16994342851741
static,0.02,0.9,1,7.7160208180296,20.44977452399803,14.114925802564063,0.5176352201257873,5.243082156345501,62.268430837832625
static,0.02,0.9,2,8.875160788423242,22.06861879421771,14.403585118340562,0.5609908998988893,5.134261456410645,59.78379584521774
static,0.05,0.0,0,10.041015416471325,27.008690913159285,9.928066427079955,0.7329466666666673,4.654834829685946,62.823020750039014
