seen_filter,seed,cluster,tr_closed,tr_static,tr_gap,loewner_psd,min_eig_diff,disp_closed,disp_static,disp_gap
False,9,2,3.8157728630648515,3.794350274508834,0.02142258855601753,0.0,-0.06472279914299042,2.600903045537257,2.759951404414999,-0.15904835887774205
False,10,0,3.755411175937071,3.677821977610077,0.07758919832699407,0.0,-0.23141203228209942,2.113020904945402,1.166269157758105,0.9467517471872968
False,10,1,2.578653645442559,2.60640975681651,-0.027756111373951065,0.0,-0.12398896329193684,1.0969608975343643,1.3911264239351135,-0.2941655264007492
False,10,2,3.5644732334594353,3.6920125440039797,-0.12753931054454437,0.0,-0.20147763813349934,1.6658688587980954,1.405108957819122,0.2607599009789734
False,11,0,4.035352669289384,4.20323951021898,-0.1678868409295955,0.0,-0.2543868808346217,1.6226274084589591,1.0183550013561629,0.6042724071027963
False,11,1,4.374767088010256,4.411481402193973,-0.03671431418371629,0.0,-0.059925544376888976,0.8738144549593256,0.8331952615431168,0.04061919341620879
False,11,2,3.387367182322244,3.3952345952415337,-0.007867412919289496,0.0,-0.07111701656485264,1.0989438401713585,0.9311692230362425,0.167774617135116
False,12,0,3.7564525673585667,3.6763134251881175,0.08013914217044915,0.0,-0.11473706729512781,1.0240229669241057,1.118503508862167,-0.09448054193806144
False,12,1,4.188174186842515,4.040436451624791,0.14773773521772426,0.0,-0.21616407985922853,1.3243405781923139,1.676061230806921,-0.35172065261460705
False,12,2,3.623239592011235,3.5788738595160443,0.04436573249519071,0.0,-0.08567725610328362,1.8841960742709336,2.146261771194766,-0.2620656969238322
False,13,0,4.542063615938206,4.536896609897172,0.005167006041033595,0.0,-0.007119689987303621,1.5467535739639056,1.5617775971144239,-0.015024023150518317
False,13,1,3.8224643427202643,3.8234972370385045,-0.0010328943182402739,0.0,-0.10444218196859911,0.3140411639420648,0.2804341411114386,0.03360702283062622
False,13,2,3.7322932704872307,3.7076370849128475,0.024656185574383205,0.0,-0.07456365287057283,0.6088198466002259,0.7512109006619259,-0.14239105406169994
False,14,0,3.638216389024727,3.6466494121099577,-0.00843302308523075,0.0,-0.3329746006326632,1.5178370944790296,0.8728368446225439,0.6450002498564857
False,14,1,4.1033490429694774,3.899213748424479,0.20413529454499857,0.0,-0.4132780265763075,1.5745050536889167,1.457452286828084,0.11705276686083277
False,14,2,2.8126771860129156,2.8813249630851994,-0.06864777707228376,0.0,-0.076038551104376,1.6315334101131391,2.0397003953051147,-0.4081669851919756
