drift_alpha,mode,seed,kl_total,kl_mean_shift,kl_dispersion,kl_metric,trace_T,trace_0,true_quality_T,true_quality_0,observed_quality_T
0.0,closed_loop,11,16.578985276378205,0.022741394718542175,16.556243881659665,16.578985276378205,1.3775607212247365,30.440289069912225,0.41458956664980745,0.9999868936011643,0.6647278770253428
0.0,closed_loop,12,16.208384387673107,0.033318887434824425,16.175065500238283,16.208384387673107,1.2862504338443834,30.606952541292184,0.37622402106879893,0.9999759003424143,0.602167804094741
0.0,closed_loop,13,16.569694399732832,0.01857322100965178,16.55112117872318,16.569694399732832,1.2448712357922949,30.45615678220223,0.2944034525987122,0.9999810998296899,0.6530526315789473
0.0,closed_loop,14,16.191245615348745,0.009588723390970093,16.181656891957775,16.191245615348745,1.3541226652572051,30.28849151179798,0.32184421098229643,0.9999659953490512,0.6297198538367844
0.0,closed_loop,15,16.380294009385555,0.017222247136054646,16.3630717622495,16.380294009385555,1.2846877045214375,30.696231735369228,0.3206077467022055,0.9999877771809845,0.6858221476510067
0.0,closed_loop,16,16.691853977441585,0.05717361258711719,16.634680364854468,16.691853977441582,1.12196215250911,30.059385736869913,0.34252340665177167,0.9999766964660904,0.6470844212358573
0.0,closed_loop,17,16.939484741069013,0.01999311359415591,16.919491627474855,16.939484741069013,1.116223515647088,29.66931989038159,0.31308856884470654,0.9999800152443457,0.6210752688172043
0.0,closed_loop,18,16.537586210428543,0.012095413111002264,16.52549079731754,16.537586210428543,1.2188291380626668,30.17292561281337,0.30014528421257114,0.999954803403812,0.6353852776582006
0.0,closed_loop,19,16.403357775172736,0.022978239883059883,16.380379535289677,16.403357775172736,1.3098233518647266,30.750450000425662,0.2786302445645511,0.9999815773387566,0.6576855123674912
0.0,closed_loop,20,16.185735131285938,0.03559143544700325,16.150143695838935,16.185735131285938,1.348836693888779,30.055060332147875,0.2628941042202916,0.9999633594002246,0.6022589753933038
0.0,closed_loop,21,16.47396597307727,0.013620762310181642,16.460345210767088,16.47396597307727,1.0867373098870454,29.86835024515001,0.3048884680004017,0.999979106303583,0.6152520465316674
0.0,closed_loop,22,16.24482673659702,0.009167167938672385,16.23565956865835,16.24482673659702,1.1983311442805045,30.257165892681662,0.2757798156955514,0.9998562891762077,0.6236831015592078
0.0,closed_loop,23,16.37059359682558,0.024488523369101633,16.346105073456478,16.37059359682558,1.3506751248534477,30.34832586065875,0.38638730976605906,0.9999860650817577,0.6374896779521056
0.0,closed_loop,24,16.059453145715356,0.043443605773186726,16.016009539942168,16.059453145715352,1.2726681462217295,30.453875803264964,0.2764132728352702,0.9999914560924715,0.6180173092053501
0.0,closed_loop,25,16.26625224202938,0.03725124259195081,16.22900099943743,16.266252242029385,1.3861834037257426,30.585228021137826,0.2856449233001105,0.9999713505244832,0.6303005351996707
0.0,closed_loop,26,16.754286249702083,0.010061222153473317,16.74422502754861,16.754286249702083,1.248102287130489,31.15482082878949,0.3313709103393014,0.99998159821465,0.6549807610089782
0.0,closed_loop,27,16.41462264156575,0.017035246571200365,16.39758739499455,16.41462264156575,0.9903491300969955,30.70556425358441,0.3022638524479519,0.9999869929776044,0.6648738105088954
0.0,closed_loop,28,16.14342325049814,0.012762432514614244,16.13066081798353,16.143423250498145,1.4020618161322589,30.236352459171844,0.26546177439503477,0.999969552139186,0.6079240610813041
0.0,closed_loop,29,16.80859649204712,0.02623996461180849,16.78235652743531,16.80859649204712,1.1313202258633164,30.381155901885787,0.2761325654882647,0.9999852478998942,0.5997431506849316
0.0,static,0,15.646855716468297,0.03627266931168311,15.610583047156613,15.646855716468297,1.2779805936803743,30.066227129282733,0.2584210980523925,0.9999877402348805,0.6288121990369181
0.0,static,1,16.037108140259466,0.012292306727019092,16.024815833532447,16.037108140259466,1.355428706685199,31.09715816550924,0.292461733213806,0.9999712481507275,0.6288702928870293
