part,seen_filter,seed,mode,t,tr_xi,logdet_xi,topeig_xi
A,True,0,closed_loop,33,22.424447171949975,0.6036503266481891,15.959515443671927
A,True,0,closed_loop,34,22.51613788019301,0.35544974728426054,16.374868194664202
A,True,0,closed_loop,35,22.98079062538928,0.5647397827404993,16.681689555386992
A,True,0,closed_loop,36,23.030745796112086,0.3528292921712217,16.997863234580823
A,True,0,closed_loop,37,23.45843211510818,0.46882166456848734,17.416294058541478
A,True,0,closed_loop,38,23.712789256742713,0.49921722242886596,17.661299999566136
A,True,0,closed_loop,39,23.81991885616397,0.348896526625235,18.118365266334255
A,True,0,closed_loop,40,24.31131338352867,0.44409302831535075,18.19961215998511
A,True,0,closed_loop,41,24.81988400872055,0.37270890066810586,18.807155325271495
A,True,0,closed_loop,42,25.12326899438168,0.3219780658076665,19.07896565295141
A,True,0,closed_loop,43,24.98023946381822,0.38426006499029924,19.046446481040398
A,True,0,closed_loop,44,25.43359443644636,0.6130771431693383,18.81080072698757
A,True,0,closed_loop,45,25.52216782790626,0.5371058679392625,18.770587322446417
A,True,0,closed_loop,46,25.77334774263646,0.49893036917371236,18.63511851105026
A,True,0,closed_loop,47,27.232697837286377,1.0556104114886604,18.009290424011734
A,True,0,closed_loop,48,26.992136828452246,0.958234079947736,16.7519923446491
A,True,0,closed_loop,49,27.766208173513018,1.4580877017551188,15.638510109625633
A,True,0,closed_loop,50,27.479326202479537,1.6222731080756863,15.10720082348917
A,True,0,closed_loop,51,27.234987177943434,1.6245819718582164,15.885433803597962
A,True,0,closed_loop,52,25.293652537586524,1.349735645677163,15.696290261581339
A,True,0,closed_loop,53,23.741021404811658,1.1090892258173408,14.873652936383536
A,True,0,closed_loop,54,22.183058733636216,1.0423808591000896,13.600718587929165
A,True,0,closed_loop,55,21.542431974531677,0.8914372500171103,13.663021904997409
A,True,0,closed_loop,56,22.12965887964788,0.9767270147188242,13.841840926336536
A,True,0,closed_loop,57,22.682488779191022,1.146010758329149,13.769761745247147
A,True,0,closed_loop,58,23.076156257723937,1.0993244306687362,13.797785181238032
A,True,0,closed_loop,59,23.214480174444066,1.2074744797798644,13.86521518752402
A,True,0,closed_loop,60,23.9932718598473,1.2854310549430672,14.06485234289048
A,True,0,closed_loop,61,24.7943982240979,1.3476053245588389,14.238256533972027
A,True,0,closed_loop,62,25.476491918649668,1.4956122419792548,13.962874259628036
A,True,0,closed_loop,63,25.913570158958922,1.5881217734661284,14.036847557855099
A,True,0,closed_loop,64,25.9837355552377,1.6022370501198624,13.809377846767939
A,True,0,closed_loop,65,26.003183622666665,1.515754284756465,14.15514775356626
A,True,0,closed_loop,66,26.181786629262493,1.703999111975457,13.981662522316645
A,True,0,closed_loop,67,26.4943495296079,1.7524702436159945,14.256041510894851
A,True,0,closed_loop,68,26.88908164043562,1.762006878803045,14.509569408545147
A,True,0,closed_loop,69,27.3732218210192,1.7964436342968264,14.8868849002144
A,True,0,closed_loop,70,27.373972465387975,1.8234183503271337,15.207904484508234
A,True,0,closed_loop,71,33.33089032636918,1.6197348213508382,19.719516168157746
A,True,0,closed_loop,72,31.15544986952078,1.8464434165886907,18.020449145267605
A,True,0,closed_loop,73,29.790826964374997,1.8921717830314915,16.726502271580117
A,True,0,closed_loop,74,28.953858787078246,1.8702045482139564,16.141209794153713
A,True,0,closed_loop,75,27.433597763812724,1.7763060842891545,15.864387135963982
A,True,0,closed_loop,76,26.490133375807208,1.6406974422063267,15.213248772506512
A,True,0,closed_loop,77,26.42539255578029,1.72335172960725,15.064541191392882
A,True,0,closed_loop,78,25.967377414450564,1.74769670521106,14.652766472441607
A,True,0,closed_loop,79,25.8179137798996,1.721283157011938,14.488723937904046
A,True,0,closed_loop,80,26.255896459920134,1.7449798614156602,14.746253873823122
A,True,0,closed_loop,81,32.606727874098766,1.7737976528508066,18.598594950549288
A,True,0,closed_loop,82,30.521779256519878,1.8331592515216453,16.91523742103627
A,True,0,closed_loop,83,30.107750421755686,1.8838004569090137,16.078810106728437
A,True,0,closed_loop,84,29.95579557454991,1.9243646048335297,15.88414945019129
A,True,0,closed_loop,85,29.726909106570762,1.8811517959058495,15.568326549509507
A,True,0,closed_loop,86,29.1922768730072,1.9705782930140279,15.66414935353165
A,True,0,closed_loop,87,29.06456352454133,1.7511728319626332,15.642409198214926
A,True,0,closed_loop,88,28.361966906856054,1.6888500306009948,15.372130117102516
A,True,0,closed_loop,89,28.199071943909757,1.7533501059683374,14.924422227094029
A,True,0,closed_loop,90,27.250995657960612,1.5934192299580403,15.698535764412327
A,True,0,closed_loop,91,30.6262544755766,1.831695170013785,18.255167397533295
A,True,0,closed_loop,92,29.12864910138772,1.7635896152635995,16.766096619876063
A,True,0,closed_loop,93,27.41769053183995,1.600930335008215,16.0813936743855
A,True,0,closed_loop,94,26.794833923242724,1.4977085831382642,15.14831853499277
A,True,0,closed_loop,95,26.1421079353341,1.4846447217337984,14.710414631678239
A,True,0,closed_loop,96,26.828017328662074,1.5649685705658285,14.671111335777105
A,True,0,closed_loop,97,27.092068085564417,1.5402691156815171,14.794177431112502
A,True,0,closed_loop,98,26.604812122340096,1.519585574948333,14.833464555877745
A,True,0,closed_loop,99,26.918040830121956,1.581797753761691,15.29027176613485
A,True,0,static,0,3.8330437081052886,-7.641814217154574,0.983856700469484
A,True,0,static,1,4.023564658644262,-6.5787325174159585,0.9734310085438205
A,True,0,static,2,4.270451084487135,-6.022952599419909,1.0184178208799068
A,True,0,static,3,4.338956228719958,-5.770524178617106,1.0039216292577964
A,True,0,static,4,4.38775213113592,-5.627231846852311,0.9824712994920265
A,True,0,static,5,4.445533628381152,-5.510528955504383,0.9803512630096526
A,True,0,static,6,4.440885827657387,-5.540761644437804,1.0050209682946618
A,True,0,static,7,4.4667878793616795,-5.491595354098895,1.0296882919031773
A,True,0,static,8,4.627832076392475,-5.21885421839211,1.0553865105326992
A,True,0,static,9,4.785995226992846,-4.862947188640426,1.0639421701234653
A,True,0,static,10,9.070794346917038,-1.579410371857336,3.0698360380217298
A,True,0,static,11,16.222655670760776,0.15736956150192855,7.330885764724943
A,True,0,static,12,21.74919027320305,1.074056958878604,10.421261084896756
A,True,0,static,13,25.068095302675616,1.3242078261513806,13.397602795810222
A,True,0,static,14,25.63387389600487,1.2387735468652608,15.290101991312154
A,True,0,static,15,25.86416027312821,1.1860751973050332,16.349447304286684
A,True,0,static,16,25.486379205137183,0.8919007876851234,17.473827517324462
A,True,0,static,17,25.13070156567083,0.9084400883218157,17.386239279128134
A,True,0,static,18,24.732044946170138,0.7734256554682837,17.432819823503618
A,True,0,static,19,24.893843505419017,0.6842664525311903,17.976247122032774
A,True,0,static,20,24.657024397993965,0.729692955868121,17.915098233658433
A,True,0,static,21,24.804091154188935,0.8145355670869859,17.93814258550185
A,True,0,static,22,24.691050749706434,0.7774194423888385,17.893976225409695
A,True,0,static,23,24.320253725757293,0.7131587850284683,17.528716855754553
A,True,0,static,24,24.20572132691107,0.7513748739217085,17.34825781137003
A,True,0,static,25,23.96664050977631,0.5730939714880465,17.22047645579497
A,True,0,static,26,23.6054479398596,0.6754035221413169,16.70466848596932
A,True,0,static,27,23.64785012592743,0.7496074834226268,16.342237819453263
A,True,0,static,28,23.72460898519961,0.8158101615241112,16.436586209571775
A,True,0,static,29,23.90785429467161,0.940652215970573,16.413917933088115
A,True,0,static,30,23.328980218078325,0.715476613991183,16.34088936272517
A,True,0,static,31,23.303199817750325,0.7655254004025448,16.236900043491
A,True,0,static,32,23.375790217213705,0.6392797017199215,16.463731785955748
A,True,0,static,33,23.455935848011038,0.572311647354521,16.68919967679216
A,True,0,static,34,23.256196187666703,0.3071633132499097,16.890418075472304
A,True,0,static,35,23.889115330462932,0.5518653596865423,17.286524503991313
A,True,0,static,36,23.728654547369064,0.4208948625448572,17.436090678503902
A,True,0,static,37,23.819569717290904,0.498995861033016,17.69631287030101
A,True,0,static,38,23.819002120345846,0.37380612097091026,17.84804193825371
A,True,0,static,39,23.966966126248035,0.2913964475216809,17.946546087720794
A,True,0,static,40,24.18093047791933,0.634723945016117,17.791274897317255
A,True,0,static,41,24.137722974886007,0.6294077877567349,17.636388238508733
A,True,0,static,42,24.36721766647219,0.5546969873373032,18.0015954734632
A,True,0,static,43,24.375809432555005,0.5716568518016095,17.713472997435645
A,True,0,static,44,24.518490730056087,0.5947553854464336,17.61766863464665
A,True,0,static,45,24.793063385406175,0.7872489034029811,17.089764967968932
A,True,0,static,46,25.338612753764604,0.9639239876572622,16.429752107091055
A,True,0,static,47,24.98633981465132,0.9087012809055267,15.564561615913314
A,True,0,static,48,26.66108538586522,1.0259512509789461,14.869917795341308
A,True,0,static,49,28.092996801507027,1.3365289993549023,14.749657909887135
A,True,0,static,50,28.291423088894415,1.3826927759731735,14.39377102490259
A,True,0,static,51,28.019852251131585,1.4045825810279011,14.774607738392488
A,True,0,static,52,27.25229508051554,1.3348186177073176,14.638295351906564
A,True,0,static,53,27.233334935384693,1.4120623844170659,14.372018893192559
A,True,0,static,54,26.24888090005699,1.3955807425680045,14.155094165800728
A,True,0,static,55,26.278155205358132,1.4917131336525025,14.854943768538597
A,True,0,static,56,25.579221152932266,1.4869281581634783,14.538966412594144
A,True,0,static,57,26.104978769069522,1.4542958437458875,14.845659588350868
A,True,0,static,58,26.29296895504109,1.3711237432301215,14.548080019409062
A,True,0,static,59,26.740091948599368,1.6421417218027587,14.539034835046456
A,True,0,static,60,26.99373599218899,1.7213010987837025,14.394930678534335
A,True,0,static,61,27.103674463226454,1.7077139142812794,14.491912714720392
A,True,0,static,62,27.481022195673475,1.8528451423400212,14.392094444737374
A,True,0,static,63,27.73523597712179,1.7693921649698146,14.403558660171939
A,True,0,static,64,28.122997034032835,1.8595497942605872,14.253912085150946
A,True,0,static,65,28.50037007523966,1.9725818777496291,14.322181841405959
A,True,0,static,66,28.420055528273064,2.018909995934992,13.864670730462427
A,True,0,static,67,28.33636587038485,1.9318213772258475,13.704884957186414
A,True,0,static,68,28.641421600017612,1.948665201522563,13.723150892096237
A,True,0,static,69,28.86287251379137,1.985265159499221,13.949419508720908
A,True,0,static,70,28.71971975457375,1.9850094564295055,13.929291447882298
A,True,0,static,71,29.01720546525894,1.8648108997170476,14.573820885422686
A,True,0,static,72,29.14694942931779,1.9837665401245232,14.576448786487234
A,True,0,static,73,28.947156458209275,1.9615922006104487,15.069748318957787
A,True,0,static,74,28.30965984494865,1.8910668804726616,15.549256249584786
A,True,0,static,75,28.23082323765608,1.960910257276993,15.576414654750204
A,True,0,static,76,28.286666024696956,2.0007516946441988,15.100892006072618
A,True,0,static,77,28.226624998681775,1.9799761185040559,15.030941587952968
A,True,0,static,78,27.995335502026848,1.881887925681325,15.393705804044282
A,True,0,static,79,28.100943174728645,1.8542109328339549,15.366106132897377
A,True,0,static,80,27.977856758399223,1.913306193350963,14.561094381383185
A,True,0,static,81,28.188864004081967,1.8934759021465861,14.171969893097184
A,True,0,static,82,28.173614429752078,1.9264491241528117,14.364997147728886
A,True,0,static,83,28.062018977287504,1.8924344605216146,13.891869218598623
A,True,0,static,84,28.026764992058634,1.790406585118412,13.953468712935567
A,True,0,static,85,28.02649369077226,1.8008058286493007,14.215477224918951
A,True,0,static,86,28.031869072983923,1.855276466941459,14.241294248609869
A,True,0,static,87,28.178508128361177,1.9491966256309048,14.250910801575474
A,True,0,static,88,28.136849254386025,1.9885461408649323,14.420939421225947
A,True,0,static,89,28.061647038210605,1.9634890118969774,14.418600528621445
A,True,0,static,90,28.15984952041319,1.9759546368228431,14.448570484874873
A,True,0,static,91,28.06608872068645,1.8374640464493321,14.668385551331488
A,True,0,static,92,28.205077550403846,1.9659701826572664,14.605396758421945
A,True,0,static,93,27.91087774097717,1.886221682355857,14.802608684466703
A,True,0,static,94,27.82720202939804,1.8176246344557871,14.672709370902295
A,True,0,static,95,28.166681273834538,1.8274019829928665,15.023543316667661
A,True,0,static,96,28.362299207798454,1.7146178729715054,15.052778567828584
A,True,0,static,97,28.530541657340763,1.7939294754859472,15.01189158112824
A,True,0,static,98,28.442625861463956,1.7461628239768878,15.1421874692878
A,True,0,static,99,28.41309395979529,1.8080971002680375,14.964947523309283
A,True,1,closed_loop,0,3.932125324760958,-7.879426512916475,1.223443393344108
A,True,1,closed_loop,1,3.925121753713927,-6.889347591454091,0.9987543495885681
A,True,1,closed_loop,2,4.064186535272788,-6.573345389345789,1.002445239516528
A,True,1,closed_loop,3,4.252364014369172,-6.14872915650258,1.0650214637208237
A,True,1,closed_loop,4,4.436851258400451,-5.727947145394697,1.0309020098884496
A,True,1,closed_loop,5,4.539145673098889,-5.391996057415693,1.0289033370713194
A,True,1,closed_loop,6,4.544706135650374,-5.270237882843876,0.9736397106098039
A,True,1,closed_loop,7,4.580803683726529,-5.150404256709435,0.9446689829961216
A,True,1,closed_loop,8,4.714825291294718,-4.813286129094558,0.9448573957723078
A,True,1,closed_loop,9,4.835739328882333,-4.496978845793188,0.945885261922134
A,True,1,closed_loop,10,9.898784276239034,-1.1858083469217162,3.8382703074787194
A,True,1,closed_loop,11,16.581108772776272,0.14693547975549767,7.6181960553911265
A,True,1,closed_loop,12,22.464974891021857,1.0018257249742408,10.725944833359165
A,True,1,closed_loop,13,24.94360737517899,1.2475607283161818,12.947383358882627
A,True,1,closed_loop,14,26.37465941036945,1.3908320407647485,15.36457139993992
A,True,1,closed_loop,15,26.72520471951164,1.295213904784396,16.77818282595489
A,True,1,closed_loop,16,26.59896635373093,1.1960965136079964,17.441711158196757
A,True,1,closed_loop,17,26.522775710989325,1.1839582572391922,18.052975759369627
A,True,1,closed_loop,18,26.505411468876925,1.1643583888324471,18.50299031021815
A,True,1,closed_loop,19,26.630859841226027,1.1608271528237395,18.833193941746757
A,True,1,closed_loop,20,26.48343038818319,1.0740178994836609,19.054508359134825
A,True,1,closed_loop,21,25.061203426538764,0.8743211026779071,17.91013878707525
A,True,1,closed_loop,22,25.330959697140923,0.9076472415795945,18.212508218167148
A,True,1,closed_loop,23,25.34368870190205,0.8980889583926915,18.372770883559326
A,True,1,closed_loop,24,25.32968489288677,0.9246190885713331,18.164461264634575
A,True,1,closed_loop,25,24.62652258665571,0.7326033261689139,17.76623915764431
A,True,1,closed_loop,26,24.34946079186116,0.8385294809712809,17.22671134965918
A,True,1,closed_loop,27,23.945860885490216,0.8265807634297003,16.811614463046606
A,True,1,closed_loop,28,23.731639822117838,0.8870770318390067,16.46777853934014
A,True,1,closed_loop,29,23.754464298342153,1.0243105410319258,16.283191068653846
A,True,1,closed_loop,30,23.340913363595988,0.9910952705079271,15.95190722225252
A,True,1,closed_loop,31,21.816982506164152,0.4945416021419775,15.552314896765836
A,True,1,closed_loop,32,22.43246857764636,0.6021619525699015,15.933378819333337
A,True,1,closed_loop,33,22.96111002902371,0.588024372162688,16.449812284388432
A,True,1,closed_loop,34,23.039496918418234,0.574751997785798,16.65331503887258
A,True,1,closed_loop,35,23.157539868163322,0.49100735489508834,17.00596164884048
A,True,1,closed_loop,36,23.536086928733763,0.3998132039340548,17.55249288141346
A,True,1,closed_loop,37,23.788121150608728,0.42441040712855305,17.942271292233567
A,True,1,closed_loop,38,24.250020441069022,0.3514540006521158,18.233449245623703
A,True,1,closed_loop,39,24.97166167706752,0.6761032863162884,18.69594628437604
A,True,1,closed_loop,40,25.271672189437727,0.6026961647712014,19.21062233874842
A,True,1,closed_loop,41,25.68656686260591,0.16271754802123337,19.950627983674412
A,True,1,closed_loop,42,25.692978549962003,0.24101520825592268,20.12519483889453
A,True,1,closed_loop,43,25.896081870029676,0.31248555191648303,20.171922421138213
A,True,1,closed_loop,44,26.7189320585244,0.6684068233819639,20.14454825324921
A,True,1,closed_loop,45,27.359128093843765,0.8139745280676962,20.004684016694288
A,True,1,closed_loop,46,27.35412122620359,0.6632015550750946,19.87178018700951
A,True,1,closed_loop,47,28.355139186592712,0.9652223023084416,19.435276058277832
A,True,1,closed_loop,48,29.76608444369582,1.2240654024508526,18.927450616555273
A,True,1,closed_loop,49,30.07291516395348,1.6191306492215658,17.53131993769752
A,True,1,closed_loop,50,29.482393901047317,1.6899674537741578,16.250214925566947
A,True,1,closed_loop,51,29.934964936244928,1.9567251746795513,16.542045189543256
A,True,1,closed_loop,52,27.43264997967768,1.6372778782334467,14.742607185216771
A,True,1,closed_loop,53,26.178740959487047,1.577375558355264,14.040091310049107
A,True,1,closed_loop,54,25.123684277352098,1.4219685017237034,13.883999802614868
A,True,1,closed_loop,55,24.420717733793282,1.4089297292279603,13.579388091117076
A,True,1,closed_loop,56,24.146613834880753,1.25690847606415,13.570791292899964
A,True,1,closed_loop,57,24.455365908708504,1.2637172651190307,13.911179480962078
A,True,1,closed_loop,58,24.593514331438154,1.381961502553892,13.763435528902683
A,True,1,closed_loop,59,24.93088444966895,1.399417334439758,14.06655898805272
A,True,1,closed_loop,60,25.474053718012673,1.3573356651275443,14.34945788121182
A,True,1,closed_loop,61,26.58368326796413,1.535638308949984,14.736422085487126
A,True,1,closed_loop,62,26.680280061668213,1.5779348076480233,14.790910633226567
A,True,1,closed_loop,63,26.639147971987715,1.510841944128913,14.66883450612963
A,True,1,closed_loop,64,27.242022296561526,1.6577772586221802,15.158416049863874
A,True,1,closed_loop,65,26.894906627099406,1.6201435156318311,14.95839838838667
A,True,1,closed_loop,66,27.307832097094476,1.645084245350037,15.24188631194653
A,True,1,closed_loop,67,27.722874290211717,1.721898961717849,15.38789230788982
A,True,1,closed_loop,68,27.58727382117384,1.7626574850727568,15.064451458917636
A,True,1,closed_loop,69,28.058609948830263,1.7841953155628054,15.166093964048201
A,True,1,closed_loop,70,28.237831826528673,1.8804555301848078,14.664217625264607
A,True,1,closed_loop,71,35.307572987107356,2.169519305947116,19.512007604864937
A,True,1,closed_loop,72,32.77778756345803,2.1029682432737324,17.51213456105645
A,True,1,closed_loop,73,31.58205198269198,2.073474361734552,16.429986347808224
A,True,1,closed_loop,74,30.679521621968643,2.0247737612617946,15.576664575591353
A,True,1,closed_loop,75,30.17972899459458,2.009652486050585,15.293092122690345
A,True,1,closed_loop,76,29.60718577015358,2.0458167459796246,14.852732727760404
A,True,1,closed_loop,77,29.371445969345643,2.026509931649471,14.60845255491878
A,True,1,closed_loop,78,28.9672073158504,1.9750273931218363,14.709343407101501
A,True,1,closed_loop,79,28.891711974702915,1.926622685064718,14.734787404629772
A,True,1,closed_loop,80,28.491961281064757,1.877158989809115,14.779668870014035
A,True,1,closed_loop,81,34.940645535036005,2.101272038044102,18.5843391881835
A,True,1,closed_loop,82,32.628217482503466,1.9968825115561895,17.148950921640463
A,True,1,closed_loop,83,31.158940520734035,1.9912047906452557,16.229256796437227
A,True,1,closed_loop,84,31.211158952099424,2.0718215855940234,16.068450962419487
A,True,1,closed_loop,85,30.718269288586736,2.039515599469951,16.16861271076272
A,True,1,closed_loop,86,29.970079382417637,1.9609513263575105,15.924292320475482
A,True,1,closed_loop,87,29.727870552686355,1.888103311157157,16.142384911354572
A,True,1,closed_loop,88,29.437658828727546,1.79520726581967,16.03397938114651
A,True,1,closed_loop,89,29.24566326984404,1.878641080799022,15.753765348118222
A,True,1,closed_loop,90,29.1154303983374,1.8535293380083762,15.729766412973268
A,True,1,closed_loop,91,31.083507487929428,1.7539460290367928,17.118415561400607
A,True,1,closed_loop,92,29.508993283648635,1.8037229745023524,16.295242692623827
A,True,1,closed_loop,93,28.954404188844958,1.857021959010334,15.976101172208734
A,True,1,closed_loop,94,28.184103468566416,1.7948494920025266,15.496459391789765
A,True,1,closed_loop,95,28.159532764815754,1.9032755696573265,15.517784107786825
A,True,1,closed_loop,96,28.388608925487166,1.881604818319975,15.297487253539023
A,True,1,closed_loop,97,28.565426084856682,1.949579278280554,15.580198798396781
A,True,1,closed_loop,98,28.07682381156819,1.892884894622026,15.852411699662213
A,True,1,closed_loop,99,27.900200051414632,1.7581977184115143,15.292930788308311
A,True,1,static,0,3.932125324760958,-7.879426512916475,1.223443393344108
A,True,1,static,1,3.964571642163976,-6.860399408000578,0.9984420296584995
A,True,1,static,2,4.036443273316665,-6.618255507105154,0.9697339614336927
A,True,1,static,3,4.263500553206218,-6.190798029833196,1.0907523112130952
A,True,1,static,4,4.4220838540850105,-5.789480406058082,1.046958871604765
A,True,1,static,5,4.517737484714698,-5.525755596630479,1.0318646498345567
A,True,1,static,6,4.605800084514882,-5.209321260355008,0.9896681309879867
A,True,1,static,7,4.5930079390986664,-5.161467041348165,0.9839778008511785
A,True,1,static,8,4.630964139167953,-4.9736559690012445,0.9166589275733196
A,True,1,static,9,4.772510202266415,-4.614973729447938,0.9710763287881524
A,True,1,static,10,10.054754467035666,-1.1580785940309781,3.8326833761749115
A,True,1,static,11,16.581446892094096,0.19957607114586662,7.264670549365989
A,True,1,static,12,22.57316352013247,0.9105010799158965,10.917477054445646
A,True,1,static,13,25.471141155139218,1.288122457020645,13.784134097540898
A,True,1,static,14,26.872173010323305,1.4200989470779077,15.793698653583855
A,True,1,static,15,27.199937965177984,1.4004082901761992,17.007840228860918
A,True,1,static,16,27.247000629398155,1.321493787486874,18.107794849779996
A,True,1,static,17,27.26160435082134,1.2418582928301105,18.82457303412779
A,True,1,static,18,26.960212034183048,1.1807809798578153,18.885772776855305
A,True,1,static,19,26.83250335693006,1.2116455315820707,18.904375868619557
A,True,1,static,20,26.66707380224167,1.1479649299904924,18.97552008205178
A,True,1,static,21,26.77609421932371,1.1513447969847355,19.0198936965582
A,True,1,static,22,26.450617354976018,1.1754444808416598,18.835507256257667
A,True,1,static,23,26.019982000769783,1.0608483472987884,18.691754869398807
A,True,1,static,24,25.524217709370152,0.9990240465016725,18.129560609553113
A,True,1,static,25,24.81881123403129,0.6328644215288957,17.807112568424927
A,True,1,static,26,24.57927157646003,0.8761032473371296,17.173892303672556
A,True,1,static,27,24.062503710779186,0.9437270445693847,16.66326120116285
A,True,1,static,28,23.783468491448804,1.0078516366090564,16.128508674968582
A,True,1,static,29,23.807732823076773,1.0439357881544844,16.077649501451674
A,True,1,static,30,24.212417850493534,1.062200632279661,16.556757534219795
A,True,1,static,31,24.06015314347559,0.8866635546366856,17.173722188687194
A,True,1,static,32,24.492444187999453,1.0194862925667223,17.298708485709895
A,True,1,static,33,24.836274942585717,0.8038217030930275,17.842784581355257
A,True,1,static,34,24.93087497272012,0.8138386635345912,18.234951389403907
A,True,1,static,35,25.246692715947045,0.6820167579759234,18.61962729967917
A,True,1,static,36,25.46014703256094,0.6254790702479087,18.81127045687717
A,True,1,static,37,25.694024281395425,0.6247541932632605,18.920022672995515
A,True,1,static,38,25.32656309529943,0.46025691813641206,19.08681987577452
A,True,1,static,39,25.4268259295812,0.5230580313428472,19.008398377754112
A,True,1,static,40,24.928727687689854,0.29580845528270644,19.069688980929396
A,True,1,static,41,25.307987129607465,0.3609750428681304,18.904842413392398
A,True,1,static,42,25.17317949137505,0.5729911599308172,18.516527574950928
A,True,1,static,43,24.72828799438064,0.5091010665257684,18.230500664103268
A,True,1,static,44,24.8945161782159,0.43973431380724576,18.065388039807146
A,True,1,static,45,25.031210803841237,0.5826740278335345,17.93277002921312
A,True,1,static,46,25.468742715838783,0.7242339942605426,17.759545401670845
A,True,1,static,47,25.819880479717668,1.025289269064883,17.306771659686117
A,True,1,static,48,27.080113141466637,1.323246225818087,16.19209253356189
A,True,1,static,49,28.633045716288848,1.7378749470341042,14.829705621061697
A,True,1,static,50,29.186394359283796,1.8444288051601554,13.85135146142977
A,True,1,static,51,29.310737832579388,1.8367200996977113,15.100669027163255
A,True,1,static,52,28.309406868101362,1.6460888559884985,15.078419916932253
A,True,1,static,53,27.573054053607013,1.4030800314624692,14.587780893498886
A,True,1,static,54,26.27732316397042,1.3835564688980775,13.834777778002268
A,True,1,static,55,26.27777197929031,1.4548342118072328,13.595835443707102
A,True,1,static,56,26.72590726405845,1.4328707451966978,14.120302774293584
A,True,1,static,57,26.644544112765875,1.6438280377245773,13.9951319227379
A,True,1,static,58,26.91695943117324,1.6566683112605451,13.981620102789757
A,True,1,static,59,27.54057589875096,1.7492693276326123,14.098680890895816
A,True,1,static,60,27.864034320813587,1.7534708983073557,14.159851932684214
A,True,1,static,61,27.803002106131775,1.9268982715048424,14.103728645213735
A,True,1,static,62,28.213886592242982,1.944019339804985,14.44803738871133
A,True,1,static,63,27.932783622299723,1.8956512499331073,14.127847496274725
A,True,1,static,64,28.328778587835142,1.8901033773346574,14.114508556180889
A,True,1,static,65,28.53758851942996,1.9041415599402427,14.184207764513097
A,True,1,static,66,28.883580054662122,1.8881270118037892,14.436275720195953
A,True,1,static,67,29.02583068892319,1.9730813225874027,14.442480934431986
A,True,1,static,68,29.423496958024952,2.049967715225783,14.70508900429089
A,True,1,static,69,29.35821870910321,2.026693210315584,14.75211476079991
A,True,1,static,70,29.38156907932435,2.0328568678133756,14.458118846388068
A,True,1,static,71,29.46138086866942,2.1201709047884485,14.702192205523511
A,True,1,static,72,29.781246594152233,2.0749333729319583,14.472302082825395
A,True,1,static,73,29.601768221229147,2.0263522747310994,14.420899431183946
A,True,1,static,74,29.47876027615763,2.038202634444588,14.658328960500304
