mode,seed,t,KL_obs_true,TV,R_obs,R_true,gap,abs_gap,pinsker_bound,bound_holds
closed_loop,6,29,0.1222001827479757,0.07533634120441055,0.8999803334351121,0.9753138464346621,-0.07533351299955005,0.07533351299955005,0.49436865343178,1
closed_loop,6,30,0.17528558546717274,0.10395379275247475,0.8618734853001134,0.9658233661315292,-0.10394988083141576,0.10394988083141576,0.5920905090730179,1
closed_loop,6,31,0.18600881172544856,0.11733120214409364,0.8394434036207203,0.9567694672824051,-0.11732606366168474,0.11732606366168474,0.609932474500987,1
closed_loop,6,32,0.194472474822958,0.12970251192450746,0.816667818932321,0.9463640170201449,-0.12969619808782396,0.12969619808782396,0.6236545114451719,1
closed_loop,6,33,0.20046954413396412,0.1411507079542869,0.7937904173506978,0.9349329392699428,-0.14114252191924503,0.14114252191924503,0.6331975112616349,1
closed_loop,6,34,0.2042364427072394,0.15263380384481284,0.7678912746891933,0.9205142920566851,-0.15262301736749184,0.15262301736749184,0.6391188351273015,1
closed_loop,6,35,0.20481326517269394,0.16433873904145468,0.7377432801990285,0.902069730132905,-0.16432644993387657,0.16432644993387657,0.6400207264967189,1
closed_loop,6,36,0.20446095034592976,0.17531226348006296,0.7039694113209553,0.8792660984598867,-0.17529668713893143,0.17529668713893143,0.6394700154752054,1
closed_loop,6,37,0.20026910949630888,0.18327226342808833,0.6730072099200591,0.8562623568549383,-0.1832551469348792,0.1832551469348792,0.6328808884716126,1
closed_loop,6,38,0.19426968141765888,0.19129006759578868,0.6377636190206993,0.8290382995797021,-0.19127468055900276,0.19127468055900276,0.6233292571629522,1
closed_loop,6,39,0.18819946234020288,0.19807425421850242,0.6037554386657088,0.8018136612372643,-0.19805822257155548,0.19805822257155548,0.6135135896460695,1
closed_loop,6,40,0.1416814931188298,0.16721892699370056,0.5978748008703284,0.7646064631271567,-0.16673166225682834,0.16673166225682834,0.5323185007471182,1
closed_loop,6,41,0.13282533218248035,0.16944198013358538,0.5669724432248122,0.7358682155960569,-0.16889577237124465,0.16889577237124465,0.5154131006920184,1
closed_loop,6,42,0.12481818290349642,0.17090525778551138,0.538076879508617,0.7083951389923961,-0.1703182594837791,0.1703182594837791,0.4996362334809124,1
closed_loop,6,43,0.11969845873716624,0.1736875921872546,0.5110871988618535,0.6841224614317741,-0.17303526256992063,0.17303526256992063,0.48928204286927646,1
closed_loop,6,44,0.11299923337545072,0.17525115400805957,0.48599021723090097,0.660520568850251,-0.17453035161935004,0.17453035161935004,0.475392960350594,1
closed_loop,6,45,0.10852291204287257,0.17625525397930414,0.4726048057778643,0.6481203007990837,-0.17551549502121938,0.17551549502121938,0.46588177050164253,1
closed_loop,6,46,0.10437810425966382,0.17604772509310163,0.4651237917424375,0.6404222528758304,-0.17529846113339292,0.17529846113339292,0.45689846631317077,1
closed_loop,6,47,0.10063588029848985,0.17517551688622054,0.4597360297072519,0.6341833166635198,-0.17444728695626788,0.17444728695626788,0.44863321388075994,1
closed_loop,6,48,0.09896993319989565,0.17503900564735683,0.45708305835842755,0.631421929920496,-0.1743388715620684,0.1743388715620684,0.4449043339862979,1
closed_loop,6,49,0.09862756209926568,0.17456657115831212,0.46465653143263513,0.6385343720107014,-0.17387784057806627,0.17387784057806627,0.4441341286126651,1
closed_loop,6,50,0.06607424033841434,0.1356178571294694,0.5174908030168307,0.6488581779284877,-0.13136737491165695,0.13136737491165695,0.36352232486716507,1
closed_loop,6,51,0.06674461290805977,0.1344364637772422,0.5269244811453074,0.6571096209709161,-0.13018513982560864,0.13018513982560864,0.3653617738846246,1
closed_loop,6,52,0.0662915404310804,0.13247637834562614,0.5386686440307057,0.6669899573270519,-0.12832131329634622,0.12832131329634622,0.3641195969213423,1
closed_loop,6,53,0.06665070814122785,0.13048835555731078,0.5511172474049028,0.6774667631834155,-0.12634951577851272,0.12634951577851272,0.36510466483250487,1
closed_loop,6,54,0.06712290873122642,0.12782743925337717,0.5670556170665331,0.6909078145863098,-0.12385219751977672,0.12385219751977672,0.36639571157759593,1
closed_loop,6,55,0.06732381459615189,0.12395087011148838,0.5860564558824612,0.7062040054460711,-0.12014754956360985,0.12014754956360985,0.3669436321729862,1
closed_loop,6,56,0.0668828304258215,0.11949439355076284,0.6056455910472693,0.7216768882692624,-0.11603129722199301,0.11603129722199301,0.36573988140705,1
closed_loop,6,57,0.06656236747273642,0.11421152218904486,0.631343952110603,0.7424025587575955,-0.11105860664699252,0.11105860664699252,0.3648626247582408,1
closed_loop,6,58,0.06694278497714519,0.11029461073302362,0.6518162531969584,0.759098502720936,-0.10728224952397769,0.10728224952397769,0.3659037714403753,1
closed_loop,6,59,0.06646798884917753,0.1044993230916795,0.6797514957952338,0.7814988767798183,-0.10174738098458458,0.10174738098458458,0.36460386407490947,1
closed_loop,6,60,0.056094326732838574,0.09018154808173671,0.7135871385857154,0.7992583995738898,-0.08567126098817435,0.08567126098817435,0.33494574704820057,1
